pPerm	pPearson
0.47499999999999998	0.40441845509650676
0.78000000000000003	0.57028380213144914
0.92000000000000004	0.34065564632402889
0.47499999999999998	0.82041419136706084
0.43000000000000005	0.69035109038934095
0.65999999999999992	0.50090710442671993
0.33999999999999997	0.5669983073024325
0.40500000000000003	0.69380283003953735
0.48999999999999999	0.8892118742955778
0.48999999999999999	0.8892118742955778
0.69999999999999996	0.30312263931031425
0.39000000000000001	0.61380312837704887
0.31000000000000005	0.53259463220098135
0.42000000000000004	0.7244709151515587
0.46499999999999997	0.82041419136706084
0.75	0.049298000408414054
0.63500000000000001	0.13250926609740415
0.39000000000000001	0.70194722532678866
1.0	0.0
0.67500000000000004	0.13250926609740415
0.98499999999999999	0.0
0.66999999999999993	0.31383365178850803
0.46999999999999997	0.82041419136706084
0.97999999999999998	0.0
0.69500000000000006	0.27758573968515765
0.27500000000000002	0.49442253130936087
0.77000000000000002	0.016951864110895231
0.36499999999999999	0.63482321599514235
0.48499999999999999	0.85054616106936098
0.81499999999999995	0.48742847360554842
0.64500000000000002	0.13250926609740415
0.42000000000000004	0.72560542384947802
0.34499999999999997	0.53259463220098135
0.25	0.33510638868287435
0.44499999999999995	0.72560542384947802
1.0	0.019338755035815277
0.90000000000000002	0.00010991517898946779
0.34499999999999997	0.53259463220098135
0.48499999999999999	0.8892118742955778
0.43000000000000005	0.72560542384947802
0.48499999999999999	0.8892118742955778
0.75	0.94763875120379903
0.094999999999999973	0.19056277554758436
0.84999999999999998	0.50547942018476721
0.48999999999999999	0.8892118742955778
0.29000000000000004	0.5669983073024325
0.47999999999999998	0.88921187429556248
1.0	0.34355689054550731
0.46499999999999997	0.82041419136706084
0.94999999999999996	0.74303420822589783
0.48499999999999999	0.88921187429556248
0.33499999999999996	0.39513475493535466
0.41000000000000003	0.19850502997380634
0.21999999999999997	0.33510638868287435
0.42500000000000004	0.72560542384947802
0.95499999999999996	0.18975015122078448
0.89000000000000001	0.097567369158301609
0.95999999999999996	0.88181893503142428
0.47499999999999998	0.82041419136706084
0.48499999999999999	0.8892118742955778
0.93999999999999995	0.0076393760917811719
0.625	0.6022940145151483
0.96999999999999997	0.84566580859889895
0.38500000000000001	0.61380312837704887
0.495	0.8892118742955778
0.48999999999999999	0.8892118742955778
0.26500000000000001	0.44467771736987149
0.47499999999999998	0.88921187429556248
0.10499999999999998	0.94737197022144592
0.80000000000000004	0.073859694536709888
0.95499999999999996	0.0015136567462578296
0.48999999999999999	0.8892118742955778
0.85499999999999998	0.0008131371401035374
1.0	0.014183905714016022
0.38	0.63495628655860503
0.73999999999999999	0.0027700815736824242
0.71500000000000008	0.86883191358970335
0.44499999999999995	0.77106379429951422
0.85999999999999999	0.052249547234780501
0.43000000000000005	0.82041419136706084
0.98999999999999999	0.73814801656451901
0.35499999999999998	0.67100333838010318
0.21499999999999997	0.39786135131272304
0.34999999999999998	0.63482321599514235
0.94499999999999995	0.32750889179610898
0.37	0.60451433010940692
0.77000000000000002	0.40714365434238364
1.0	7.3972772446234774e-08
0.36499999999999999	0.57252300864528349
0.78500000000000003	0.54809438614605499
0.90000000000000002	0.0013536295637159937
0.46999999999999997	0.85054616106936098
0.89000000000000001	0.12713811443976253
0.31999999999999995	0.55242349764209098
0.42500000000000004	0.75876502900051035
0.47499999999999998	0.88921187429556248
0.42500000000000004	0.7244709151515587
0.46499999999999997	0.85054616106936098
0.44499999999999995	0.98839358347022765
0.36499999999999999	0.63482321599514235
0.074999999999999956	0.52882366024755256
0.96999999999999997	0.073938140852034359
0.375	0.63482321599514235
0.47499999999999998	0.82041419136706084
0.78000000000000003	0.36404757888707429
1.0	1.4553188079300148e-05
0.43500000000000005	0.72560542384947802
0.48499999999999999	0.85054616106936098
0.40500000000000003	0.61380312837704887
0.78000000000000003	0.0057300042682288102
0.255	0.35262501333138141
0.47999999999999998	0.82041419136706084
0.39500000000000002	0.61380312837704887
0.45999999999999996	0.73049063157559591
0.47999999999999998	0.85054616106936098
0.72499999999999998	0.14295495185969737
0.47999999999999998	0.8892118742955778
0.95499999999999996	0.4224196695692306
0.14000000000000001	0.97693650656348507
0.67999999999999994	0.44470590401782306
0.26500000000000001	0.49442253130936087
0.48999999999999999	0.8892118742955778
0.95499999999999996	0.048778750463894627
0.21999999999999997	0.33510638868287435
0.46499999999999997	0.82041419136706084
0.47999999999999998	0.88921187429556248
0.39500000000000002	0.61380312837704887
1.0	1.0191137986883531e-13
0.19499999999999995	0.26871152965674183
0.90000000000000002	0.071081643052339605
0.96999999999999997	0.47802122699683214
0.75	0.30312263931031425
0.88500000000000001	0.37327520908990863
0.064999999999999947	0.93387471310099823
0.30500000000000005	0.046005004673420509
0.30000000000000004	0.53240791954118261
0.34999999999999998	0.63482321599514235
0.37	0.57252300864528349
0.60999999999999999	0.059468531509707406
0.98499999999999999	0.0
0.44999999999999996	0.82041419136706084
0.38	0.61380312837704887
0.46999999999999997	0.85054616106936098
0.54499999999999993	0.70793784378467794
0.70500000000000007	0.3031226393103148
0.40000000000000002	0.61380312837704887
0.57499999999999996	0.40441845509650676
